2.328962179,1673.421954,1801.861621,1556.236401,270.2849438
2.333750834,1673.381797,1802.168969,1556.508905,270.3333502
2.321101495,1673.497118,1803.584109,1557.784372,270.5657786
2.302080898,1673.756727,1806.076377,1560.017849,270.970145
2.287755783,1674.149437,1809.831392,1563.357626,271.5695758
2.288875255,1674.664274,1814.987364,1567.915066,272.3816561
2.307667661,1675.296034,1821.53961,1573.689194,273.4068741
2.337105252,1676.04579,1829.388713,1580.604816,274.6344901
2.36984899,1676.914935,1838.33368,1588.489049,276.0344318
2.403156582,1677.905193,1848.740874,1597.677435,277.6695656
2.439562865,1679.018661,1860.550128,1608.106375,279.5260441
2.481865289,1680.257535,1873.751109,1619.759492,281.5991981
2.531922883,1681.626654,1888.742573,1632.999561,283.9564222
2.590456033,1683.134067,1905.311996,1647.630643,286.5605355
2.658135164,1684.788092,1923.886734,1664.043956,289.4847116
2.736332026,1686.600063,1944.290468,1682.075725,292.6975433
2.827317903,1688.585183,1966.821116,1701.997491,296.249452
2.933433078,1690.758813,1991.833438,1724.136122,300.2019408
3.057447953,1693.13235,2019.114677,1748.300798,304.5198436
3.202716206,1695.71181,2048.959875,1774.77189,309.2577003
3.372633542,1698.503107,2081.625195,1803.802593,314.4667773
3.570618739,1701.525839,2116.84042,1835.174012,320.1119593
3.800123672,1704.819232,2154.702404,1869.018311,326.227263
4.064563539,1708.423919,2194.98583,1905.193539,332.8000362
4.365130452,1712.374457,2237.167679,1943.31565,339.7792157
4.699644023,1716.696186,2280.38796,1982.722598,347.0687658
5.065550799,1721.413943,2323.401053,2022.430303,354.5197083
5.454261508,1726.570344,2364.165055,2060.774812,361.8673485
5.847497811,1732.236538,2400.422997,2095.930913,368.8259336
6.22603519,1738.485884,2428.810494,2125.06381,374.9231533
6.565000965,1745.363393,2444.912735,2144.383285,379.5113572
6.829924984,1752.865905,2443.753478,2149.5501,381.8346371
6.985475605,1760.985337,2419.285567,2135.13171,380.908591
7.002949573,1769.690923,2366.227486,2096.218691,375.8073783
6.865570653,1778.911089,2279.059008,2027.47857,365.4782044
6.557957022,1788.569286,2153.645368,1924.632969,349.013177
6.081429286,1798.508975,1988.81074,1785.840085,325.8913384
5.469147437,1808.421136,1787.100111,1612.506155,296.1540756
4.757884728,1817.97971,1555.12305,1409.847506,260.5685181
3.989654636,1826.870922,1304.661923,1188.045697,220.8804109
3.217058234,1834.805819,1051.280661,961.115135,179.6412488
2.493897632,1841.499093,811.5772412,744.4492856,139.7693664
1.860714257,1846.781933,599.3835339,551.2575989,103.8658466
1.329638273,1850.735125,422.3229495,389.173225,73.52004368
0.909095234,1853.471729,284.3674323,262.3883746,49.65609463
0.599159438,1855.115524,183.6569025,169.5826814,32.12387983
0.380921502,1855.814657,113.5483185,104.8685344,19.87073454
0.232855688,1855.720545,67.00664757,61.87088897,11.71993974
0.135785102,1854.954372,37.47554976,34.58324186,6.545843737
0.076200747,1853.564359,19.92712917,18.3726406,3.473305432
0.041436479,1851.587927,9.828427406,9.051259812,1.708448356
0.021030664,1849.055457,4.088659109,3.760292043,0.708475043
0.01017183,1845.979278,0,0,0
0.004942176,1842.368867,0,0,0
0.002199717,1838.231352,0,0,0
0.000915638,1833.567467,0,0,0
0.000417684,1828.376871,0,0,0
0.00017359,1822.663787,0,0,0
5.65325519129036e-05,1816.445658,0,0,0
1.26779395762905e-05,1809.742303,0,0,0
0,1802.570825,0,0,0
0,1794.939949,0,0,0
5.20320409513178e-07,1786.856793,0,0,0
1.93220448140423e-06,1778.330524,0,0,0
1.18750364320561e-06,1769.377021,0,0,0
0,1760.01354,0,0,0
0,1750.253962,0,0,0
0,1740.10038,0,0,0
6.18190227671129e-09,1729.552317,0,0,0
1.32006381348735e-07,1718.614278,0,0,0
8.82727010478365e-08,1707.309304,0,0,0
0,1695.664746,0,0,0
0,1683.702888,0,0,0
0,1671.42592,0,0,0
0,1658.831059,0,0,0
9.40515481102921e-09,1645.918146,0,0,0
6.59862816764396e-09,1632.698127,0,0,0
2.00284025279178e-10,1619.184875,0,0,0
0,1605.392156,0,0,0
0,1591.333242,0,0,0
0,1577.021269,0,0,0
6.68443831760891e-10,1562.467239,0,0,0
4.9203302264797e-10,1547.671929,0,0,0
3.05294948968975e-11,1532.633058,0,0,0
0,1517.351127,0,0,0
0,1501.840885,0,0,0
0,1486.121623,0,0,0
4.73834956510851e-11,1470.209206,0,0,0
3.66016944891773e-11,1454.100802,0,0,0
3.39743594017287e-12,1437.787234,0,0,0
0,1421.262918,0,0,0
0,1404.543202,0,0,0
0,1387.650987,0,0,0
3.34947265697147e-12,1370.607085,0,0,0
2.71656680334051e-12,1353.419271,0,0,0
3.3353007489468e-13,1336.090324,0,0,0
0,1318.622371,0,0,0
0,1301.013316,0,0,0
0,1283.259341,0,0,0
2.36060568381137e-13,1265.359096,0,0,0
2.01183111661755e-13,1247.328808,0,0,0
3.05809165323239e-14,1229.192301,0,0,0
0,1210.971079,0,0,0
0,1192.668773,0,0,0
0,1174.280813,0,0,0
1.65829753152719e-14,1155.804265,0,0,0
1.48678686587624e-14,1137.249867,0,0,0
2.6850993035658e-15,1118.635009,0,0,0
0,1099.976091,0,0,0
0,1081.28047,0,0,0
0,1062.550837,0,0,0
1.16082850616199e-15,1043.790695,0,0,0
1.09653149930974e-15,1025.011499,0,0,0
